date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:31:57	7123/7123	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/contact	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/contact.html	(from https://www.kamtar-ci.com/)
14:31:58	7303/7303	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/spot-regulier	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/spot-regulier.html	(from https://www.kamtar-ci.com/)
14:31:58	953/953	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Circle-cross_White.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Circle-cross_White.svg	(from https://www.kamtar-ci.com/)
14:31:58	766/766	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/iconfinder_smartphone.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/iconfinder_smartphone.svg	(from https://www.kamtar-ci.com/)
14:31:58	1849/1849	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/bus_green.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/bus_green.png	(from https://www.kamtar-ci.com/)
14:31:59	1221/1221	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/eclair_green.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/eclair_green.svg	(from https://www.kamtar-ci.com/)
14:31:59	2592/2592	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/boussole_green.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/boussole_green.svg	(from https://www.kamtar-ci.com/)
14:31:59	15606/15606	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/triangles-top2@2x.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/triangles-top2@2x.png	(from https://www.kamtar-ci.com/)
14:31:59	16282/16282	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_bollore.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_bollore.png	(from https://www.kamtar-ci.com/)
14:31:59	6359/6359	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_pfo.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_pfo.png	(from https://www.kamtar-ci.com/)
14:32:00	13883/13883	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_jumia.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_jumia.png	(from https://www.kamtar-ci.com/)
14:32:00	17158/17158	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_cdci.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_cdci.png	(from https://www.kamtar-ci.com/)
14:32:00	19042/19042	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_sania.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_sania.png	(from https://www.kamtar-ci.com/)
14:32:00	19010/19010	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_yara.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_yara.png	(from https://www.kamtar-ci.com/)
14:32:00	10494/10494	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_nexans.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_nexans.png	(from https://www.kamtar-ci.com/)
14:32:01	18709/18709	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_bel.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_bel.png	(from https://www.kamtar-ci.com/)
14:32:01	14606/14606	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/logo_vivo.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/logo_vivo.png	(from https://www.kamtar-ci.com/)
14:32:01	137274/137274	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/camion-detoure-2.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/camion-detoure-2.png	(from https://www.kamtar-ci.com/)
14:32:01	49349/49349	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/delivery.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/delivery.png	(from https://www.kamtar-ci.com/)
14:32:02	46591/46591	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/forklift.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/forklift.png	(from https://www.kamtar-ci.com/)
14:32:02	29150/29150	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/motif_vert.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/motif_vert.png	(from https://www.kamtar-ci.com/css/accueil.css?v=1.0.265)
14:32:02	15228/15228	---M--	200	added ('OK')	application/font-sfnt	date:Thu,%2024%20Mar%202022%2009:52:22%20GMT	https://www.kamtar-ci.com/fonts/Aquatico-Regular.otf	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/fonts/Aquatico-Regular.otf	(from https://www.kamtar-ci.com/css/style.css?v=1.0.265)
14:32:02	767490/767490	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/shutterstock_412634227.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/shutterstock_412634227.png	(from https://www.kamtar-ci.com/css/accueil.css?v=1.0.265)
14:32:02	1997/1997	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/bacon.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/bacon.svg	(from https://www.kamtar-ci.com/css/style.css?v=1.0.265)
14:32:03	1997/1997	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/bacon_blanc.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/bacon_blanc.svg	(from https://www.kamtar-ci.com/css/style.css?v=1.0.265)
14:32:03	7768/7768	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/css/raisons.css?v=1.0.265	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/css/raisons7950.css	(from https://www.kamtar-ci.com/raisons)
14:32:03	1306/1306	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Star.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Star.svg	(from https://www.kamtar-ci.com/raisons)
14:32:03	2118/2118	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/People.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/People.svg	(from https://www.kamtar-ci.com/raisons)
14:32:04	2890/2890	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Truck.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Truck.svg	(from https://www.kamtar-ci.com/raisons)
14:32:04	1730/1730	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Telephone.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Telephone.svg	(from https://www.kamtar-ci.com/raisons)
14:32:04	1888/1888	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Smiley.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Smiley.svg	(from https://www.kamtar-ci.com/raisons)
14:32:04	1993/1993	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Infinite.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Infinite.svg	(from https://www.kamtar-ci.com/raisons)
14:32:04	3561/3561	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Pig.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Pig.svg	(from https://www.kamtar-ci.com/raisons)
14:32:05	2071/2071	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Chat.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Chat.svg	(from https://www.kamtar-ci.com/raisons)
14:32:05	1354/1354	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Scan.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Scan.svg	(from https://www.kamtar-ci.com/raisons)
14:32:05	3452/3452	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Boussole.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Boussole.svg	(from https://www.kamtar-ci.com/raisons)
14:32:05	8279/8279	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/css/clients.css?v=1.0.265	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/css/clients7950.css	(from https://www.kamtar-ci.com/clients)
14:32:06	2348/2348	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/2i.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/2i.jpg	(from https://www.kamtar-ci.com/clients)
14:32:06	2734/2734	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/abt.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/abt.jpg	(from https://www.kamtar-ci.com/clients)
14:32:06	1865/1865	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/ads.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/ads.jpg	(from https://www.kamtar-ci.com/clients)
14:32:06	1772/1772	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/aec.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/aec.png	(from https://www.kamtar-ci.com/clients)
14:32:07	7488/7488	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/africa_move.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/africa_move.png	(from https://www.kamtar-ci.com/clients)
14:32:07	1901/1901	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/afrimarket.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/afrimarket.jpg	(from https://www.kamtar-ci.com/clients)
14:32:07	2289/2289	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/afriqbtp.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/afriqbtp.png	(from https://www.kamtar-ci.com/clients)
14:32:07	2816/2816	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/agh.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/agh.jpg	(from https://www.kamtar-ci.com/clients)
14:32:07	1240/1240	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/airone.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/airone.png	(from https://www.kamtar-ci.com/clients)
14:32:08	2861/2861	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/ama.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/ama.jpg	(from https://www.kamtar-ci.com/clients)
14:32:08	1615/1615	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/baab.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/baab.jpg	(from https://www.kamtar-ci.com/clients)
14:32:08	2287/2287	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/bel.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/bel.png	(from https://www.kamtar-ci.com/clients)
14:32:08	5849/5849	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/bicici.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/bicici.png	(from https://www.kamtar-ci.com/clients)
14:32:08	3189/3189	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/bollore.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/bollore.png	(from https://www.kamtar-ci.com/clients)
14:32:09	5035/5035	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/boro.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/boro.png	(from https://www.kamtar-ci.com/clients)
14:32:09	2666/2666	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/bouchard.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/bouchard.jpg	(from https://www.kamtar-ci.com/clients)
14:32:09	2834/2834	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/callivoire.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/callivoire.png	(from https://www.kamtar-ci.com/clients)
14:32:09	4393/4393	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/cdci.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/cdci.jpg	(from https://www.kamtar-ci.com/clients)
14:32:09	3357/3357	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/cemoi.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/cemoi.jpg	(from https://www.kamtar-ci.com/clients)
14:32:10	3439/3439	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/ci_energies.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/ci_energies.jpg	(from https://www.kamtar-ci.com/clients)
14:32:10	2929/2929	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/cma.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/cma.png	(from https://www.kamtar-ci.com/clients)
14:32:10	2046/2046	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/decathlon.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/decathlon.png	(from https://www.kamtar-ci.com/clients)
14:32:10	2279/2279	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/dip.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/dip.jpg	(from https://www.kamtar-ci.com/clients)
14:32:10	927/927	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/doya.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/doya.png	(from https://www.kamtar-ci.com/clients)
14:32:11	7994/7994	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/effitrans.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/effitrans.png	(from https://www.kamtar-ci.com/clients)
14:32:11	2692/2692	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/eolis.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/eolis.jpg	(from https://www.kamtar-ci.com/clients)
14:32:11	1099/1099	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/esp.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/esp.png	(from https://www.kamtar-ci.com/clients)
14:32:11	1344/1344	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/fan.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/fan.png	(from https://www.kamtar-ci.com/clients)
14:32:12	3029/3029	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/fenix.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/fenix.png	(from https://www.kamtar-ci.com/clients)
14:32:12	12762/12762	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/footaat.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/footaat.svg	(from https://www.kamtar-ci.com/clients)
14:32:12	5549/5549	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/ganlogis.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/ganlogis.png	(from https://www.kamtar-ci.com/clients)
14:32:12	1603/1603	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/idea.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/idea.svg	(from https://www.kamtar-ci.com/clients)
14:32:12	2012/2012	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/inie.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/inie.jpg	(from https://www.kamtar-ci.com/clients)
14:32:13	3074/3074	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/johns.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/johns.jpg	(from https://www.kamtar-ci.com/clients)
14:32:13	2586/2586	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/jumia.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/jumia.png	(from https://www.kamtar-ci.com/clients)
